chid,top1,top2,top3
10156846,39,37,6
10156910,10,2,15
10156948,2,36,37
10156963,37,15,2
10156965,36,15,2
10156966,48,37,36
10157014,48,15,13
10157132,19,37,36
10157164,10,13,36
10157200,2,15,37
10157247,2,15,19
10157298,37,15,2
10157307,15,36,48
10157349,15,13,36
10157354,37,48,10
10157393,10,48,37
10157483,48,36,37
10157507,2,48,37
10157572,10,36,2
10157603,37,48,10
10157623,37,48,10
10157709,36,2,15
10157773,37,15,2
10157829,37,2,10
10157831,10,15,37
10157844,10,2,36
10157914,37,15,2
10157971,36,37,15
10158039,37,2,15
10158101,37,10,15
10158178,2,37,15
10158189,15,10,37
10158232,19,37,15
10158237,15,37,2
10158261,13,19,21
10158383,12,39,2
10158392,48,2,15
10158400,10,2,25
10158424,2,48,19
10158479,37,15,36
10158562,37,2,15
10158576,2,37,15
10158595,37,2,36
10158605,15,37,2
10158677,36,48,2
10158680,37,15,2
10158770,15,12,10
10158820,37,48,2
10158967,37,25,19
10159061,48,37,10
10159131,48,10,12
10159164,2,19,48
10159181,36,37,10
10159321,15,2,13
10159331,48,6,37
10159345,36,13,15
10159404,48,37,15
10159466,10,15,2
10159509,2,15,37
10159519,15,37,6
10159526,37,15,2
10159539,15,19,18
10159543,37,15,2
10159572,36,18,15
10159685,39,37,2
10159767,37,6,12
10159913,48,36,15
10159924,37,2,15
10159944,18,19,22
10159951,37,15,19
10159962,37,10,2
10160052,37,10,15
10160053,2,15,37
10160120,10,12,37
10160170,15,2,37
10160396,37,15,10
10160402,37,15,19
10160424,2,48,37
10160440,37,48,15
10160498,6,37,15
10160661,37,2,15
10160676,13,10,15
10160691,36,37,22
10160756,10,2,37
10160803,36,37,15
10160827,15,2,25
10160872,2,22,15
10160887,48,10,2
10160920,37,12,25
10160955,13,37,15
10161075,37,15,2
10161164,37,10,2
10161170,18,37,15
10161214,37,36,2
10161255,36,10,12
10161258,37,10,15
10161262,15,2,10
10161356,37,19,2
10161401,19,2,39
10161425,37,48,36
10161451,48,15,37
10161482,48,37,15
10161484,37,48,10
10161524,37,2,19
10161605,37,2,15
10161695,36,48,15
10161723,15,37,10
10161725,12,37,10
10161744,37,21,12
10161754,37,36,10
10161795,37,21,22
10161804,37,15,12
10161837,2,15,10
10161907,10,15,12
10161964,12,10,37
10162001,36,15,10
10162076,37,36,15
10162118,13,37,6
10162210,48,37,36
10162228,37,12,15
10162244,15,37,12
10162255,36,10,37
10162327,10,15,37
10162375,15,37,25
10162408,10,6,36
10162432,10,15,48
10162435,2,15,19
10162481,2,10,48
10162510,37,15,19
10162534,37,18,2
10162611,37,15,2
10162663,37,15,26
10162693,15,2,37
10162701,10,2,15
10162717,36,48,2
10162770,15,2,36
10162817,48,10,2
10162878,10,2,15
10162992,15,48,2
10163075,37,36,19
10163091,10,15,37
10163306,36,39,2
10163416,37,25,22
10163452,37,10,19
10163482,36,48,10
10163495,37,12,36
10163565,37,15,10
10163579,13,48,10
10163642,37,15,18
10163693,36,37,21
10163721,2,37,36
10163839,15,48,2
10163877,37,15,2
10164070,10,12,37
10164097,37,15,13
10164145,37,15,2
10164195,22,37,15
10164260,37,15,2
10164300,37,15,36
10164319,37,2,15
10164341,36,48,37
10164384,37,12,18
10164534,36,2,15
10164550,13,10,37
10164618,37,2,15
10164652,37,36,15
10164728,37,2,15
10164776,37,26,15
10164777,37,25,19
10164808,36,15,37
10164854,37,10,15
10164930,37,36,10
10164987,37,15,2
10164992,25,19,21
10165043,37,48,2
10165162,13,10,15
10165168,12,37,2
10165186,13,15,36
10165236,37,48,15
10165249,37,10,2
10165277,37,2,15
10165371,37,2,15
10165438,10,2,13
10165570,13,15,10
10165579,37,2,15
10165613,36,48,37
10165615,10,6,2
10165616,15,12,19
10165636,10,37,36
10165802,10,15,2
10165856,37,10,2
10165882,15,37,19
10165944,37,36,15
10166046,36,6,12
10166066,37,48,2
10166118,2,37,15
10166129,37,15,2
10166149,37,22,6
10166230,37,18,10
10166320,48,37,15
10166373,12,37,10
10166381,36,19,2
10166523,37,15,10
10166536,37,15,2
10166586,15,2,10
10166790,36,37,15
10166834,37,2,15
10166856,36,10,48
10166882,15,10,12
10166900,13,12,15
10166954,37,2,15
10167044,13,36,10
10167072,37,36,15
10167306,10,13,48
10167337,12,37,10
10167382,37,15,36
10167581,36,15,6
10167596,37,21,48
10167601,37,15,2
10167713,37,19,22
10167719,39,37,2
10167730,37,15,2
10167732,10,18,37
10167804,15,36,39
10167820,37,36,15
10167859,36,37,2
10167885,10,19,15
10167953,36,37,15
10168033,37,39,15
10168131,36,10,48
10168150,37,36,15
10168178,15,37,2
10168253,15,2,26
10168411,37,10,19
10168457,36,13,15
10168606,37,2,15
10168732,15,6,25
10168804,36,37,15
10169048,15,37,22
10169091,13,36,48
10169092,37,15,19
10169138,37,19,48
10169182,13,37,2
10169183,37,36,10
10169207,10,12,13
10169278,37,15,2
10169305,10,48,37
10169419,37,36,15
10169475,37,19,39
10169518,36,13,37
10169541,10,37,6
10169581,37,48,15
10169614,36,37,2
10169624,10,2,36
10169668,10,2,12
10169696,36,2,37
10169761,36,48,15
10169825,37,10,15
10169890,36,15,48
10169975,36,37,2
10170047,37,15,2
10170173,36,15,37
10170184,2,15,10
10170192,37,48,2
10170274,36,13,10
10170357,13,12,10
10170397,37,2,15
10170425,37,2,21
10170496,2,19,39
10170516,37,15,25
10170636,10,15,37
10170649,36,37,10
10170657,36,2,10
10170878,15,37,10
10170893,48,15,19
10170959,2,21,19
10170970,36,37,10
10170997,37,2,15
10171170,36,2,15
10171237,10,15,48
10171363,37,2,15
10171475,37,19,15
10171545,48,37,19
10171695,36,37,15
10171709,15,36,2
10171761,48,2,6
10171785,37,15,2
10171821,37,2,19
10171847,37,15,36
10171874,37,19,2
10171899,2,15,10
10171907,13,10,15
10171944,2,6,19
10171949,2,37,15
10171953,26,37,15
10171978,37,18,15
10172102,36,37,15
10172196,36,15,2
10172255,48,36,15
10172326,48,37,10
10172375,10,15,2
10172387,37,15,2
10172496,37,2,15
10172555,37,36,2
10172583,37,2,19
10172738,36,37,10
10172778,37,36,15
10172858,37,36,15
10172888,37,36,48
10172890,12,10,37
10172955,2,10,39
10172982,15,36,2
10173031,48,2,10
10173132,37,15,2
10173400,37,15,36
10173404,10,15,6
10173414,2,15,36
10173430,12,37,48
10173446,37,10,12
10173467,22,37,15
10173486,10,15,2
10173502,48,36,10
10173514,37,22,2
10173527,37,48,15
10173667,37,10,19
10173680,37,48,10
10173716,37,15,2
10173857,15,22,12
10173869,48,15,2
10173961,37,2,25
10173962,10,36,15
10173980,37,36,10
10174056,37,2,15
10174076,48,10,15
10174180,13,2,12
10174220,37,12,2
10174245,36,13,37
10174260,37,36,12
10174292,37,2,6
10174309,37,10,48
10174470,36,15,2
10174515,2,36,48
10174648,15,37,12
10174655,37,12,10
10174791,36,15,10
10174806,26,37,15
10174882,37,2,15
10174973,36,37,25
10175051,36,37,15
10175097,37,15,2
10175184,36,6,37
10175198,2,21,19
10175243,10,15,2
10175267,37,2,15
10175479,10,15,2
10175576,36,37,15
10175579,36,15,2
10175586,39,15,37
10175652,37,2,15
10175713,37,2,36
10175805,13,10,6
10175855,10,36,2
10175956,37,15,2
10175978,37,12,10
10175982,37,15,22
10176026,36,13,37
10176127,37,36,48
10176175,37,2,15
10176223,36,48,37
10176261,37,15,36
10176262,48,36,37
10176387,36,10,2
10176508,37,15,48
10176548,36,25,37
10176550,13,48,15
10176554,37,2,15
10176562,2,12,37
10176570,39,48,26
10176593,36,48,15
10176618,36,37,48
10176621,10,37,15
10176645,12,37,2
10176674,13,48,2
10176744,37,2,15
10176773,15,13,6
10176787,10,37,13
10176836,48,10,37
10176840,22,37,2
10176932,10,15,2
10177019,48,15,2
10177053,2,21,39
10177176,37,26,10
10177180,37,15,2
10177203,37,36,2
10177220,13,37,2
10177223,36,37,48
10177235,37,15,2
10177250,10,37,18
10177360,12,37,15
10177366,37,2,15
10177396,48,2,15
10177423,48,10,15
10177445,36,10,15
10177460,37,48,10
10177472,36,2,15
10177526,36,15,10
10177528,10,2,37
10177566,2,10,15
10177572,36,37,15
10177626,37,19,15
10177627,37,15,2
10177635,36,13,15
10177645,37,15,13
10177695,36,19,12
10177724,37,15,19
10177733,36,48,10
10177774,15,36,2
10177822,37,19,48
10177840,22,37,15
10177848,13,36,15
10178152,37,12,21
10178177,37,15,36
10178244,25,37,2
10178260,37,12,10
10178290,37,10,15
10178308,15,37,39
10178370,37,48,15
10178376,10,37,2
10178403,37,2,15
10178414,37,2,15
10178419,37,15,2
10178443,10,19,2
10178448,37,15,6
10178499,19,37,2
10178510,37,15,2
10178543,37,12,48
10178576,36,2,37
10178608,2,37,19
10178651,36,37,15
10178716,37,15,21
10178772,10,37,15
10178848,39,36,15
10178900,48,2,26
10179014,37,2,15
10179020,37,21,25
10179055,2,15,10
10179086,36,10,37
10179103,15,48,36
10179109,37,15,18
10179122,37,15,2
10179149,13,36,10
10179155,2,37,19
10179184,19,2,12
10179210,37,2,15
10179377,15,36,10
10179423,10,37,2
10179489,39,2,37
10179497,13,15,10
10179521,48,19,2
10179555,15,2,36
10179694,10,36,15
10179698,36,37,15
10179788,2,18,39
10179857,36,12,10
10179939,37,12,15
10179993,37,2,15
10180023,2,25,12
10180048,36,10,2
10180055,36,10,15
10180066,37,36,15
10180085,48,39,2
10180118,37,36,10
10180138,37,48,2
10180165,37,36,2
10180171,37,2,15
10180183,10,12,37
10180189,12,19,2
10180258,15,37,2
10180283,10,25,12
10180306,37,10,15
10180319,36,37,15
10180324,37,18,2
10180330,37,10,2
10180389,36,13,10
10180411,36,19,12
10180416,10,15,21
10180466,2,12,36
10180479,36,37,15
10180506,37,12,39
10180509,2,37,15
10180555,10,37,15
10180596,10,36,15
10180611,2,12,15
10180675,48,2,15
10180692,10,15,36
10180712,37,15,18
10180753,13,36,37
10180783,37,15,48
10180790,2,37,15
10180803,37,15,6
10180824,10,15,37
10180827,37,15,2
10180845,37,15,19
10180959,2,37,18
10181003,36,39,37
10181030,36,10,37
10181090,2,36,15
10181142,37,2,19
10181164,37,15,48
10181224,15,10,36
10181252,36,10,15
10181265,13,37,15
10181271,37,15,2
10181284,37,15,2
10181296,15,10,39
10181412,36,37,15
10181506,37,2,15
10181532,21,15,2
10181653,15,48,13
10181695,2,10,12
10181697,37,12,15
10181724,12,39,37
10181751,37,36,10
10181860,10,37,19
10181893,36,37,2
10181923,48,37,15
10181939,10,19,39
10181980,10,15,37
10182019,10,37,15
10182040,10,36,15
10182081,37,15,10
10182095,37,15,2
10182130,6,37,15
10182171,36,15,10
10182263,15,2,48
10182361,36,37,10
10182392,37,48,2
10182410,37,12,15
10182461,36,37,26
10182473,37,36,2
10182482,37,15,2
10182504,13,36,10
10182603,37,2,15
10182655,48,10,15
10182667,10,37,18
10182672,37,36,22
10182716,37,2,15
10182721,37,12,2
10182735,37,10,15
10182793,2,19,37
10182811,10,37,2
10182882,36,15,2
10182891,37,13,15
10182893,48,15,37
10182918,12,36,37
10182937,21,18,37
10182944,10,12,13
10182970,36,25,2
10182984,15,36,18
10183110,10,48,18
10183181,2,37,36
10183294,36,48,15
10183331,37,15,36
10183339,6,39,19
10183365,2,37,36
10183371,48,15,2
10183383,13,15,10
10183492,37,18,2
10183535,12,37,2
10183568,37,10,36
10183573,2,10,15
10183607,36,37,10
10183615,18,2,37
10183619,10,37,2
10183650,37,2,25
10183671,2,37,15
10183679,2,10,15
10183709,13,2,25
10183760,18,2,15
10183902,37,21,26
10183916,37,2,19
10183934,37,15,10
10183954,2,19,37
10184002,12,10,13
10184114,37,12,13
10184139,6,10,2
10184190,10,12,13
10184199,10,37,2
10184207,2,10,15
10184284,37,25,19
10184286,10,37,15
10184398,37,26,15
10184431,36,10,19
10184432,13,15,10
10184470,2,15,12
10184477,10,37,15
10184478,37,36,22
10184534,37,15,2
10184596,2,36,15
10184598,48,2,37
10184696,37,15,21
10184717,37,15,2
10184723,10,12,2
10184725,37,15,2
10184763,12,39,48
10184783,37,15,10
10184805,18,2,37
10184807,10,2,36
10184818,10,19,21
10184885,48,36,2
10184959,13,21,39
10184972,10,37,2
10185017,37,39,19
10185024,2,10,15
10185232,37,21,15
10185310,37,15,2
10185318,37,12,26
10185332,37,22,15
10185352,36,2,15
10185371,15,37,10
10185378,48,15,37
10185412,48,37,39
10185414,25,19,2
10185446,10,15,2
10185508,15,2,36
10185521,2,37,25
10185563,36,37,15
10185613,37,6,2
10185670,37,2,15
10185692,36,37,15
10185730,15,37,48
10185752,15,2,18
10185871,37,10,15
10185935,10,15,18
10186027,37,21,15
10186048,37,15,2
10186199,37,2,48
10186244,36,15,2
10186247,10,15,12
10186253,10,12,2
10186315,37,36,15
10186406,10,2,39
10186435,10,15,12
10186649,37,10,13
10186654,36,37,10
10186666,37,15,2
10186684,36,13,2
10186708,36,10,48
10186760,15,13,10
10186781,37,36,10
10186850,37,36,25
10186928,13,15,10
10186964,37,15,26
10187213,15,2,39
10187219,10,6,37
10187313,2,19,15
10187386,48,10,15
10187429,48,39,2
10187472,2,12,19
10187479,37,10,2
10187481,13,6,48
10187491,37,18,15
10187577,10,2,12
10187621,36,37,22
10187633,15,10,19
10187635,37,26,2
10187699,37,2,15
10187760,2,36,15
10187917,48,22,2
10187954,37,2,15
10187959,36,48,15
10188062,36,37,2
10188078,48,2,25
10188154,36,2,15
10188165,37,12,2
10188187,37,10,19
10188191,48,10,36
10188265,48,10,15
10188300,37,48,15
10188354,15,22,37
10188484,15,37,2
10188547,15,10,25
10188548,48,2,6
10188600,10,37,2
10188637,48,15,2
10188669,37,2,15
10188673,37,48,15
10188706,37,10,48
10188707,13,48,15
10188715,48,26,36
10188718,10,37,22
10188770,37,15,36
10188776,37,10,21
10188900,37,48,15
10188986,36,10,37
10189047,15,2,37
10189076,37,15,2
10189104,26,36,39
10189156,15,10,2
10189164,37,48,2
10189167,10,37,6
10189286,37,2,15
10189355,2,39,12
10189389,37,2,15
10189502,36,37,15
10189572,36,10,37
10189643,18,19,48
10189732,37,2,12
10189751,10,36,37
10189811,37,15,2
10189880,37,15,12
10189915,37,13,10
10190023,48,13,36
10190041,10,36,37
10190195,48,37,15
10190256,36,48,2
10190263,37,15,2
10190271,2,15,37
10190318,15,2,37
10190348,37,10,18
10190432,15,10,37
10190485,22,37,12
10190578,36,2,15
10190811,37,15,2
10190816,15,2,10
10190868,10,39,48
10190874,10,48,15
10190878,37,15,2
10190911,48,15,10
10190922,48,2,37
10190945,36,15,25
10190974,48,15,2
10191083,10,13,39
10191122,37,2,15
10191135,15,6,10
10191250,37,15,36
10191281,36,37,13
10191306,10,6,48
10191343,37,2,15
10191358,36,15,13
10191423,48,13,37
10191534,37,2,36
10191560,36,10,19
10191782,15,37,39
10191884,15,10,6
10191908,37,15,48
10191914,15,37,6
10192001,37,10,2
10192181,15,22,2
10192189,37,2,15
10192247,15,36,2
10192272,36,37,15
10192289,15,2,36
10192314,37,36,10
10192323,36,2,15
10192324,10,37,15
10192325,13,37,2
10192331,37,10,25
10192382,48,15,2
10192472,10,13,36
10192512,13,36,15
10192521,37,15,48
10192575,37,48,12
10192658,36,2,37
10192702,36,15,37
10192736,6,15,37
10192774,10,37,6
10192785,37,48,10
10192796,36,10,15
10192826,37,22,18
10192846,26,19,2
10192852,36,48,15
10192860,15,2,37
10192875,15,19,21
10192879,15,13,37
10192932,37,10,6
10192973,37,2,15
10193009,48,12,19
10193075,36,48,15
10193107,37,48,15
10193122,48,37,15
10193138,37,10,15
10193256,37,10,48
10193301,10,39,15
10193339,37,2,25
10193380,37,19,10
10193424,10,19,15
10193478,15,37,19
10193541,48,39,15
10193567,37,15,2
10193891,12,15,37
10193928,2,15,36
10194058,2,37,48
10194085,36,37,15
10194117,36,13,15
10194139,36,10,15
10194173,36,15,37
10194188,10,15,36
10194199,37,15,2
10194240,15,18,2
10194264,15,37,10
10194322,36,37,15
10194351,25,15,2
10194363,2,48,36
10194494,36,25,15
10194517,37,15,48
10194525,15,22,2
10194529,37,12,15
10194540,37,2,36
10194602,37,10,48
10194717,12,10,37
10194744,36,48,2
10194799,37,15,2
10194823,48,37,2
10194847,2,6,26
10194952,37,15,2
10194959,15,18,2
10194966,15,10,36
10194982,36,10,37
10195021,15,13,10
10195083,13,10,15
10195134,36,48,37
10195168,15,2,37
10195217,13,15,10
10195365,2,19,15
10195369,37,21,2
10195436,37,10,2
10195450,10,37,2
10195574,37,12,15
10195682,2,36,12
10195717,10,2,48
10195767,37,15,2
10195846,37,2,10
10195896,2,19,10
10195897,37,15,2
10195923,37,10,18
10195983,37,15,2
10195988,48,15,10
10196186,37,10,15
10196196,2,36,37
10196260,37,21,25
10196344,2,19,10
10196373,37,15,2
10196384,15,2,25
10196415,37,15,2
10196453,37,2,12
10196489,37,36,10
10196561,10,2,18
10196585,36,10,15
10196614,37,25,2
10196617,37,39,15
10196768,13,12,2
10196781,2,37,15
10196851,37,19,2
10196873,10,15,19
10196885,13,10,37
10196886,37,6,2
10196903,36,10,37
10196933,22,37,2
10196942,12,10,25
10197014,2,15,10
10197021,2,37,19
10197280,37,36,2
10197285,48,15,10
10197289,37,2,15
10197345,37,19,25
10197452,10,37,15
10197678,37,36,2
10197772,37,10,15
10197872,12,10,37
10197973,10,2,12
10197976,36,15,2
10197990,21,12,37
10198039,2,37,15
10198040,36,15,2
10198062,37,36,18
10198085,36,10,37
10198180,37,2,15
10198362,10,37,2
10198474,12,37,15
10198476,19,39,37
10198483,37,15,2
10198525,10,15,2
10198634,10,25,2
10198703,15,36,6
10198716,36,19,18
10198776,36,48,10
10198805,36,15,10
10198818,37,15,2
10198938,10,36,21
10198962,37,15,19
10198978,13,37,36
10198994,2,48,37
10199006,37,15,2
10199050,36,15,37
10199074,36,21,37
10199155,15,37,36
10199301,36,37,2
10199362,2,15,36
10199367,10,2,6
10199383,36,37,15
10199406,25,15,2
10199434,37,2,15
10199481,37,10,13
10199493,10,19,12
10199517,36,12,10
10199532,37,2,15
10199611,37,15,10
10199615,13,2,37
10199708,37,2,15
10199833,37,36,48
10199881,15,39,2
10199995,15,25,2
10200006,37,15,2
10200017,36,15,10
10200077,37,13,15
10200084,2,15,10
10200145,13,10,15
10200207,10,15,39
10200581,37,10,36
10200582,37,48,2
10200615,37,2,15
10200663,36,10,15
10200715,10,36,15
10200780,37,36,21
10200944,10,37,12
10200972,37,18,15
10201048,2,15,37
10201057,37,25,15
10201075,10,37,2
10201094,36,37,15
10201171,37,2,15
10201205,10,15,2
10201207,37,18,19
10201341,2,15,25
10201352,15,10,36
10201438,36,48,37
10201452,2,37,48
10201460,37,2,15
10201588,15,2,12
10201610,37,15,10
10201658,15,10,48
10201686,13,48,12
10201695,15,26,37
10201715,2,22,15
10201740,10,19,2
10201852,10,39,37
10201876,2,15,48
10201897,48,2,36
10201908,15,25,13
10201924,15,13,6
10201927,36,37,15
10201960,36,48,15
10202009,37,2,15
10202031,37,2,15
10202039,37,22,48
10202203,37,36,2
10202314,19,37,2
10202317,6,10,2
10202348,10,48,37
10202392,10,15,36
10202419,37,22,21
10202472,18,37,2
10202498,10,12,19
10202513,2,37,15
10202540,37,2,15
10202571,36,10,48
10202608,10,2,39
10202623,48,37,2
10202634,37,6,15
10202713,37,12,15
10202790,37,2,15
10202872,2,36,37
10202875,37,15,10
10202880,36,37,2
10202887,10,37,15
10202906,48,2,15
10202920,13,36,15
10202930,37,15,2
10202957,37,2,12
10202958,37,6,15
10202961,36,37,25
10203142,10,12,13
10203187,22,37,2
10203228,2,15,37
10203293,13,48,10
10203306,36,37,19
10203336,2,15,37
10203397,15,19,2
10203451,36,10,48
10203492,37,26,2
10203505,36,12,2
10203537,36,2,15
10203571,37,2,15
10203597,37,22,2
10203662,2,10,48
10203737,37,10,15
10203789,37,15,36
10203796,37,15,2
10203875,2,48,15
10203898,48,2,36
10203937,15,13,10
10203997,36,13,2
10204016,10,15,2
10204054,37,2,15
10204137,37,36,13
10204145,37,22,2
10204186,37,15,2
10204188,37,22,2
10204234,21,39,37
10204288,10,48,18
10204330,12,21,10
10204382,37,48,39
10204420,10,15,37
10204538,13,10,2
10204608,10,26,12
10204634,2,39,19
10204692,37,36,15
10204709,37,15,2
10204739,2,15,18
10204813,36,37,2
10204833,37,26,25
10204882,37,10,13
10204983,37,10,2
10205002,37,36,21
10205017,37,15,2
10205024,37,18,2
10205027,15,10,21
10205093,2,19,37
10205100,37,2,15
10205104,36,10,37
10205146,37,15,2
10205150,18,37,21
10205221,37,2,15
10205272,10,15,36
10205276,37,48,15
10205311,36,37,15
10205409,13,10,37
10205421,37,10,15
10205495,36,37,15
10205504,15,2,37
10205512,36,48,15
10205530,37,15,2
10205549,48,10,37
10205599,13,15,2
10205609,37,12,26
10205739,37,15,48
10205773,19,6,2
10205874,36,12,15
10205882,10,12,36
10205967,10,48,2
10205985,10,2,48
10206006,37,15,2
10206085,37,15,2
10206135,36,15,2
10206139,10,15,36
10206154,12,37,15
10206275,2,37,15
10206345,10,15,26
10206392,36,10,15
10206461,26,12,37
10206492,10,13,15
10206528,13,36,19
10206573,19,48,2
10206609,10,25,2
10206686,2,37,19
10206696,36,15,10
10206715,37,15,2
10206730,37,36,10
10206744,37,26,15
10206749,37,10,12
10206786,13,2,37
10206831,36,37,15
10206836,37,48,39
10206871,10,37,39
10207059,10,12,48
10207067,2,15,12
10207076,48,2,36
10207140,13,15,10
10207191,2,37,15
10207194,10,2,21
10207199,10,22,2
10207271,10,15,2
10207335,37,2,15
10207359,13,10,2
10207463,37,2,15
10207599,48,10,37
10207641,6,12,2
10207678,37,10,36
10207920,37,18,15
10207944,37,48,15
10207989,12,18,37
10208039,37,10,15
10208073,2,48,19
10208101,37,2,15
10208340,36,37,13
10208405,10,37,2
10208408,2,37,15
10208410,13,10,15
10208426,2,37,39
10208438,37,15,10
10208450,10,19,37
10208497,37,10,2
10208525,37,48,22
10208594,2,19,37
10208611,48,37,15
10208621,36,37,2
10208636,12,37,15
10208674,48,36,2
10208793,37,2,15
10208823,15,48,2
10208894,37,21,15
10208996,36,10,21
10209136,48,10,37
10209278,15,37,2
10209294,10,15,48
10209308,10,19,37
10209526,37,2,10
10209600,48,10,12
10209631,37,2,15
10209695,15,12,21
10209704,37,15,2
10209751,37,10,36
10209897,37,25,2
10209924,15,48,36
10209982,37,6,15
10209989,12,36,2
10209990,36,13,48
10210032,37,15,2
10210041,15,36,37
10210100,10,37,15
10210188,37,10,6
10210219,36,10,37
10210229,37,2,15
10210317,48,15,2
10210337,15,2,12
10210449,37,10,2
10210484,10,37,2
10210537,37,36,15
10210559,48,15,37
10210615,36,15,10
10210620,37,48,12
10210622,48,15,36
10210731,37,36,2
10210859,2,19,25
10210999,36,37,2
10211013,36,15,37
10211093,48,15,10
10211099,48,36,2
10211113,10,48,25
10211142,36,13,10
10211185,10,48,37
10211237,12,19,15
10211324,19,6,22
10211346,48,37,26
10211397,36,48,15
10211400,10,21,18
10211424,36,37,15
10211442,37,10,19
10211512,6,19,10
10211572,10,48,36
10211615,13,10,15
10211729,37,36,15
10211742,13,2,15
10211778,37,22,19
10211856,37,2,19
10211863,48,6,37
10211990,37,15,2
10212003,36,15,2
10212078,12,37,15
10212121,2,19,15
10212129,48,15,37
10212236,10,15,12
